Id,Table Type,Surface Material,Structural Material,Street / Avenue,Neighbourhood Id,Neighbourhood Name,Ward,Latitude,Longitude,Location,Geometry Point
13985,Square Picnic Table,Wood,Metal,ADA BOULEVARD NW,1190,RIVER VALLEY KINNAIRD,Ward Métis,53.55631734323145,-113.44969694823924,"(53.55631734323145, -113.44969694823924)",POINT (-113.44969694823924 53.55631734323145)
95767,Square Picnic Table,Unknown,Unknown,CY BECKER BOULEVARD NW,2611,CY BECKER,Ward Dene,53.63384840212192,-113.4085918344952,"(53.63384840212192, -113.4085918344952)",POINT (-113.4085918344952 53.63384840212192)
3804,Square Picnic Table,Metal,Metal,144 AVENUE NW,2260,EVANSDALE,Ward tastawiyiniwak,53.6062729235447,-113.47562390912215,"(53.6062729235447, -113.47562390912215)",POINT (-113.47562390912215 53.6062729235447)
31910,Square Picnic Table,Composite,Metal,RAINBOW VALLEY ROAD NW,5550,WHITEMUD CREEK RAVINE NORTH,Ward papastew,53.4852056341652,-113.55551434031591,"(53.4852056341652, -113.55551434031591)",POINT (-113.55551434031591 53.4852056341652)
23770,Square Picnic Table,Wood,Metal,SIR WILFRED LAURIER PARK ROAD NW,3382,RIVER VALLEY LAURIER,Ward sipiwiyiniwak,53.51059081383082,-113.54786877974449,"(53.51059081383082, -113.54786877974449)",POINT (-113.54786877974449 53.51059081383082)
18598,Square Picnic Table,Wood,Aggregate,MATHESON WAY NW,2541,MILLER,Ward Dene,53.61271616781694,-113.41579224568324,"(53.61271616781694, -113.41579224568324)",POINT (-113.41579224568324 53.61271616781694)
23769,Square Picnic Table,Wood,Metal,SIR WILFRED LAURIER PARK ROAD NW,3382,RIVER VALLEY LAURIER,Ward sipiwiyiniwak,53.50953470410284,-113.554225312573,"(53.50953470410284, -113.554225312573)",POINT (-113.554225312573 53.50953470410284)
27651,Square Picnic Table,Metal,Metal,100 AVENUE NW,1210,RIVERDALE,Ward O-day'min,53.54155399770607,-113.47177304424778,"(53.54155399770607, -113.47177304424778)",POINT (-113.47177304424778 53.54155399770607)
38785,Square Picnic Table,Wood,Metal,88 AVENUE NW,6491,MILL CREEK RAVINE NORTH,Ward papastew,53.52409345889946,-113.4772782974658,"(53.52409345889946, -113.4772782974658)",POINT (-113.4772782974658 53.52409345889946)
23141,Square Picnic Table,Metal,Metal,112 AVENUE NW,1240,VIRGINIA PARK,Ward Métis,53.562350580910646,-113.45621369319935,"(53.562350580910646, -113.45621369319935)",POINT (-113.45621369319935 53.562350580910646)
59212,Square Picnic Table,Wood,Metal,LEGER WAY NW,5630,LEGER,Ward pihêsiwin,53.45958073632613,-113.57673831469408,"(53.45958073632613, -113.57673831469408)",POINT (-113.57673831469408 53.45958073632613)
5763,Square Picnic Table,Wood,Aggregate,135 AVENUE NW,2290,GLENGARRY,Ward tastawiyiniwak,53.59608692696532,-113.47692397550792,"(53.59608692696532, -113.47692397550792)",POINT (-113.47692397550792 53.59608692696532)
36489,Square Picnic Table,Wood,Metal,GOLDBAR PARK ROAD NW,6620,RIVER VALLEY GOLD BAR,Ward Métis,53.55584080631834,-113.40653823245489,"(53.55584080631834, -113.40653823245489)",POINT (-113.40653823245489 53.55584080631834)
19781,Square Picnic Table,Wood,Metal,EMILY MURPHY PARK ROAD NW,5370,RIVER VALLEY MAYFAIR,Ward papastew,53.533379429122895,-113.53705862723541,"(53.533379429122895, -113.53705862723541)",POINT (-113.53705862723541 53.533379429122895)
521,Square Picnic Table,Wood,Metal,JASPER AVENUE NW,1090,DOWNTOWN,Ward O-day'min,53.541234726731275,-113.50055448394708,"(53.541234726731275, -113.50055448394708)",POINT (-113.50055448394708 53.541234726731275)
23770,Square Picnic Table,Wood,Metal,SIR WILFRED LAURIER PARK ROAD NW,3382,RIVER VALLEY LAURIER,Ward sipiwiyiniwak,53.50886227908741,-113.55385371272565,"(53.50886227908741, -113.55385371272565)",POINT (-113.55385371272565 53.50886227908741)
8553,Square Picnic Table,Wood,Aggregate,81 STREET NW,1100,EASTWOOD,Ward Métis,53.57483809812692,-113.46484700120527,"(53.57483809812692, -113.46484700120527)",POINT (-113.46484700120527 53.57483809812692)
53104,Square Picnic Table,Composite,Metal,MACEWAN ROAD SW,5452,MACEWAN,Ward Ipiihkoohkanipiaohtsi,53.42955923029698,-113.53031631954251,"(53.42955923029698, -113.53031631954251)",POINT (-113.53031631954251 53.42955923029698)
20775,Square Picnic Table,Wood,Metal,RUNDLE PARK ROAD NW,2650,RIVER VALLEY RUNDLE,Ward Métis,53.5537152080275,-113.38556739539716,"(53.5537152080275, -113.38556739539716)",POINT (-113.38556739539716 53.5537152080275)
31910,Square Picnic Table,Wood,Wood,RAINBOW VALLEY ROAD NW,5550,WHITEMUD CREEK RAVINE NORTH,Ward papastew,53.48475461573386,-113.55579086829052,"(53.48475461573386, -113.55579086829052)",POINT (-113.55579086829052 53.48475461573386)
48998,Square Picnic Table,Wood,Metal,THIBAULT WYND NW,5640,TERWILLEGAR TOWNE,Ward pihêsiwin,53.446084894938444,-113.58678286911321,"(53.446084894938444, -113.58678286911321)",POINT (-113.58678286911321 53.446084894938444)
3129,Square Picnic Table,Composite,Metal,WALTERDALE HILL NW,5390,RIVER VALLEY WALTERDALE,Ward papastew,53.5270916499622,-113.5091603287474,"(53.5270916499622, -113.5091603287474)",POINT (-113.5091603287474 53.5270916499622)
39725,Square Picnic Table,Wood,Metal,107 STREET NW,3260,LAUDERDALE,Ward Anirniq,53.58862337682135,-113.50340813941561,"(53.58862337682135, -113.50340813941561)",POINT (-113.50340813941561 53.58862337682135)
3129,Square Picnic Table,Wood,Wood,WALTERDALE HILL NW,5390,RIVER VALLEY WALTERDALE,Ward papastew,53.52621523056401,-113.50906419871394,"(53.52621523056401, -113.50906419871394)",POINT (-113.50906419871394 53.52621523056401)
19982,Square Picnic Table,Wood,Metal,43 AVENUE NW,5340,RAMSAY HEIGHTS,Ward pihêsiwin,53.481583456422236,-113.58159913473777,"(53.481583456422236, -113.58159913473777)",POINT (-113.58159913473777 53.481583456422236)
14378,Square Picnic Table,Wood,Aggregate,95 STREET NW,6070,CLOVERDALE,Ward Métis,53.538881385791115,-113.47289451883017,"(53.538881385791115, -113.47289451883017)",POINT (-113.47289451883017 53.538881385791115)
3971,Square Picnic Table,Wood,Aggregate,134 AVENUE NW,3390,ROSSLYN,Ward Anirniq,53.59431314624364,-113.51202927114761,"(53.59431314624364, -113.51202927114761)",POINT (-113.51202927114761 53.59431314624364)
8375,Square Picnic Table,Wood,Aggregate,121 AVENUE NW,1250,WESTWOOD,Ward O-day'min,53.5755274730637,-113.5000473771207,"(53.5755274730637, -113.5000473771207)",POINT (-113.5000473771207 53.5755274730637)
53104,Square Picnic Table,Composite,Metal,MACEWAN ROAD SW,5452,MACEWAN,Ward Ipiihkoohkanipiaohtsi,53.429591949226555,-113.53040023755052,"(53.429591949226555, -113.53040023755052)",POINT (-113.53040023755052 53.429591949226555)
3129,Square Picnic Table,Wood,Metal,WALTERDALE HILL NW,5390,RIVER VALLEY WALTERDALE,Ward papastew,53.527054932823,-113.50919530345142,"(53.527054932823, -113.50919530345142)",POINT (-113.50919530345142 53.527054932823)
4640,Square Picnic Table,Wood,Aggregate,73 AVENUE NW,6020,AVONMORE,Ward Métis,53.51014645503601,-113.44867784672962,"(53.51014645503601, -113.44867784672962)",POINT (-113.44867784672962 53.51014645503601)
34500,Square Picnic Table,Wood,Metal,WILLIAM HAWRELAK PARK ROAD NW,5370,RIVER VALLEY MAYFAIR,Ward papastew,53.5245746185185,-113.54408771284398,"(53.5245746185185, -113.54408771284398)",POINT (-113.54408771284398 53.5245746185185)
6210,Square Picnic Table,Wood,Aggregate,MILL WOODS ROAD SOUTH NW,6200,EKOTA,Ward Karhiio,53.445760589409936,-113.44843841847293,"(53.445760589409936, -113.44843841847293)",POINT (-113.44843841847293 53.445760589409936)
34372,Square Picnic Table,Wood,Aggregate,KLARVATTEN ROAD NW,2440,KLARVATTEN,Ward tastawiyiniwak,53.63327131860856,-113.47533665937482,"(53.63327131860856, -113.47533665937482)",POINT (-113.47533665937482 53.63327131860856)
29833,Square Picnic Table,Wood,Wood,111 STREET NW,5250,KEHEEWIN,Ward Ipiihkoohkanipiaohtsi,53.45135844155715,-113.51571301726936,"(53.45135844155715, -113.51571301726936)",POINT (-113.51571301726936 53.45135844155715)
34500,Square Picnic Table,Wood,Metal,WILLIAM HAWRELAK PARK ROAD NW,5370,RIVER VALLEY MAYFAIR,Ward papastew,53.5269750366418,-113.55153722799352,"(53.5269750366418, -113.55153722799352)",POINT (-113.55153722799352 53.5269750366418)
20775,Square Picnic Table,Wood,Metal,RUNDLE PARK ROAD NW,2650,RIVER VALLEY RUNDLE,Ward Métis,53.555068638141336,-113.38491829988776,"(53.555068638141336, -113.38491829988776)",POINT (-113.38491829988776 53.555068638141336)
5823,Square Picnic Table,Wood,Aggregate,12 AVENUE NW,5511,TWIN BROOKS,Ward Ipiihkoohkanipiaohtsi,53.44280029098535,-113.52657794934473,"(53.44280029098535, -113.52657794934473)",POINT (-113.52657794934473 53.44280029098535)
3129,Square Picnic Table,Wood,Aggregate,WALTERDALE HILL NW,5390,RIVER VALLEY WALTERDALE,Ward papastew,53.526837073829434,-113.50876155486189,"(53.526837073829434, -113.50876155486189)",POINT (-113.50876155486189 53.526837073829434)
23769,Square Picnic Table,Wood,Metal,SIR WILFRED LAURIER PARK ROAD NW,3382,RIVER VALLEY LAURIER,Ward sipiwiyiniwak,53.50951954530783,-113.55417287767192,"(53.50951954530783, -113.55417287767192)",POINT (-113.55417287767192 53.50951954530783)
23185,Square Picnic Table,Wood,Metal,28 AVENUE NW,6570,PARSONS INDUSTRIAL,Ward Karhiio,53.4605066390779,-113.48024029216263,"(53.4605066390779, -113.48024029216263)",POINT (-113.48024029216263 53.4605066390779)
5055,Square Picnic Table,Wood,Metal,176 AVENUE NW,3190,ELSINORE,Ward tastawiyiniwak,53.641077511764294,-113.5059747725816,"(53.641077511764294, -113.5059747725816)",POINT (-113.5059747725816 53.641077511764294)
19739,Square Picnic Table,Wood,Aggregate,73 AVENUE NW,5040,BELGRAVIA,Ward papastew,53.50958620977858,-113.52938920699025,"(53.50958620977858, -113.52938920699025)",POINT (-113.52938920699025 53.50958620977858)
9341,Square Picnic Table,Composite,Metal,104 AVENUE NW,3210,GROVENOR,Ward Nakota Isga,53.54571470442378,-113.568552076059,"(53.54571470442378, -113.568552076059)",POINT (-113.568552076059 53.54571470442378)
31910,Square Picnic Table,Wood,Metal,RAINBOW VALLEY ROAD NW,5550,WHITEMUD CREEK RAVINE NORTH,Ward papastew,53.48555154451894,-113.5565586163085,"(53.48555154451894, -113.5565586163085)",POINT (-113.5565586163085 53.48555154451894)
46530,Square Picnic Table,Wood,Metal,HEMINGWAY ROAD NW,4461,THE HAMPTONS,Ward sipiwiyiniwak,53.48700347519446,-113.67030703733575,"(53.48700347519446, -113.67030703733575)",POINT (-113.67030703733575 53.48700347519446)
16063,Square Picnic Table,Wood,Aggregate,93 AVENUE NW,4040,BELMEAD,Ward Nakota Isga,53.52606590539399,-113.63543131636708,"(53.52606590539399, -113.63543131636708)",POINT (-113.63543131636708 53.52606590539399)
36492,Square Picnic Table,Wood,Metal,CAPILANO PARK ROAD NW,6620,RIVER VALLEY GOLD BAR,Ward Métis,53.561514989182854,-113.42070184787775,"(53.561514989182854, -113.42070184787775)",POINT (-113.42070184787775 53.561514989182854)
34500,Square Picnic Table,Wood,Metal,WILLIAM HAWRELAK PARK ROAD NW,5370,RIVER VALLEY MAYFAIR,Ward papastew,53.527702362461504,-113.55288275604273,"(53.527702362461504, -113.55288275604273)",POINT (-113.55288275604273 53.527702362461504)
10767,Square Picnic Table,Wood,Aggregate,77 AVENUE NW,6360,KING EDWARD PARK,Ward Métis,53.5133815942567,-113.46073707587698,"(53.5133815942567, -113.46073707587698)",POINT (-113.46073707587698 53.5133815942567)
19218,Square Picnic Table,Wood,Metal,37 AVENUE NW,6700,STRATHCONA INDUSTRIAL PARK,Ward Karhiio,53.47227673796797,-113.46806473448355,"(53.47227673796797, -113.46806473448355)",POINT (-113.46806473448355 53.47227673796797)
83216,Square Picnic Table,Wood,Metal,HERMITAGE PARK ROAD NW,2630,RIVER VALLEY HERMITAGE,Ward Dene,53.579598790665905,-113.36910019213455,"(53.579598790665905, -113.36910019213455)",POINT (-113.36910019213455 53.579598790665905)
69732,Square Picnic Table,Wood,Aggregate,85 AVENUE NW,5480,STRATHCONA,Ward papastew,53.5211180235557,-113.49284121936415,"(53.5211180235557, -113.49284121936415)",POINT (-113.49284121936415 53.5211180235557)
23770,Square Picnic Table,Wood,Metal,SIR WILFRED LAURIER PARK ROAD NW,3382,RIVER VALLEY LAURIER,Ward sipiwiyiniwak,53.511374473153474,-113.54901130920813,"(53.511374473153474, -113.54901130920813)",POINT (-113.54901130920813 53.511374473153474)
4912,Square Picnic Table,Wood,Aggregate,76 AVENUE NW,4430,RIO TERRACE,Ward sipiwiyiniwak,53.50821401599486,-113.58958121941754,"(53.50821401599486, -113.58958121941754)",POINT (-113.58958121941754 53.50821401599486)
3129,Square Picnic Table,Wood,Wood,WALTERDALE HILL NW,5390,RIVER VALLEY WALTERDALE,Ward papastew,53.527066472921305,-113.50745159252976,"(53.527066472921305, -113.50745159252976)",POINT (-113.50745159252976 53.527066472921305)
5094,Square Picnic Table,Wood,Metal,21 STREET NW,2280,FRASER,Ward Dene,53.61031121072847,-113.3727259589623,"(53.61031121072847, -113.3727259589623)",POINT (-113.3727259589623 53.61031121072847)
31911,Square Picnic Table,Wood,Wood,RAINBOW VALLEY ROAD NW,5550,WHITEMUD CREEK RAVINE NORTH,Ward papastew,53.4849918554826,-113.55304509740472,"(53.4849918554826, -113.55304509740472)",POINT (-113.55304509740472 53.4849918554826)
31912,Square Picnic Table,Aggregate,Metal,RAINBOW VALLEY ROAD NW,5550,WHITEMUD CREEK RAVINE NORTH,Ward papastew,53.48497564374656,-113.5542499245857,"(53.48497564374656, -113.5542499245857)",POINT (-113.5542499245857 53.48497564374656)
38262,Square Picnic Table,Wood,Wood,WALTERDALE HILL NW,5390,RIVER VALLEY WALTERDALE,Ward papastew,53.525713029871326,-113.5057234678864,"(53.525713029871326, -113.5057234678864)",POINT (-113.5057234678864 53.525713029871326)
75514,Square Picnic Table,Wood,Metal,103 STREET NW,3280,LORELEI,Ward tastawiyiniwak,53.62318495877411,-113.50137864160092,"(53.62318495877411, -113.50137864160092)",POINT (-113.50137864160092 53.62318495877411)
521,Square Picnic Table,Wood,Metal,JASPER AVENUE NW,1090,DOWNTOWN,Ward O-day'min,53.54124399344675,-113.50049270587664,"(53.54124399344675, -113.50049270587664)",POINT (-113.50049270587664 53.54124399344675)
19846,Square Picnic Table,Composite,Metal,75 AVENUE NW,6610,RITCHIE,Ward papastew,53.510463339034985,-113.4818826941097,"(53.510463339034985, -113.4818826941097)",POINT (-113.4818826941097 53.510463339034985)
12343,Square Picnic Table,Wood,Aggregate,EMILY MURPHY PARK ROAD NW,5370,RIVER VALLEY MAYFAIR,Ward papastew,53.53269667659637,-113.53323047728884,"(53.53269667659637, -113.53323047728884)",POINT (-113.53323047728884 53.53269667659637)
69953,Square Picnic Table,Wood,Metal,SECORD BOULEVARD NW,4487,SECORD,Ward Nakota Isga,53.53338480712726,-113.69178407367322,"(53.53338480712726, -113.69178407367322)",POINT (-113.69178407367322 53.53338480712726)
5094,Square Picnic Table,Wood,Aggregate,21 STREET NW,2280,FRASER,Ward Dene,53.61057713127567,-113.37278145862152,"(53.61057713127567, -113.37278145862152)",POINT (-113.37278145862152 53.61057713127567)
14042,Square Picnic Table,Wood,Metal,112 AVENUE NW,1170,PRINCE RUPERT,Ward O-day'min,53.561114525199834,-113.51874754143604,"(53.561114525199834, -113.51874754143604)",POINT (-113.51874754143604 53.561114525199834)
23142,Square Picnic Table,Metal,Metal,112 AVENUE NW,1240,VIRGINIA PARK,Ward Métis,53.56189238549706,-113.45776499559317,"(53.56189238549706, -113.45776499559317)",POINT (-113.45776499559317 53.56189238549706)
32946,Square Picnic Table,Wood,Aggregate,HENDERSON STREET NW,5230,HENDERSON ESTATES,Ward pihêsiwin,53.46870322750137,-113.59822489420668,"(53.46870322750137, -113.59822489420668)",POINT (-113.59822489420668 53.46870322750137)
6577,Round Picnic Table,Composite,Metal,58 STREET NW,6550,OTTEWELL,Ward Métis,53.53089308309555,-113.42391035392546,"(53.53089308309555, -113.42391035392546)",POINT (-113.42391035392546 53.53089308309555)
29671,Square Picnic Table,Wood,Wood,WHITEMUD DRIVE NW,5550,WHITEMUD CREEK RAVINE NORTH,Ward papastew,53.48490772961297,-113.55647601658346,"(53.48490772961297, -113.55647601658346)",POINT (-113.55647601658346 53.48490772961297)
635,Square Picnic Table,Wood,Metal,118 AVENUE NW,1010,ALBERTA AVENUE,Ward Métis,53.570085186910234,-113.48229799759953,"(53.570085186910234, -113.48229799759953)",POINT (-113.48229799759953 53.570085186910234)
4253,Square Picnic Table,Wood,Metal,114 AVENUE NW,3450,WOODCROFT,Ward Anirniq,53.562647314205954,-113.56119861583132,"(53.562647314205954, -113.56119861583132)",POINT (-113.56119861583132 53.562647314205954)
94414,Square Picnic Table,Concrete,Aggregate,RIVERBEND ROAD NW,5080,BRANDER GARDENS,Ward pihêsiwin,53.491304712592736,-113.57776474839241,"(53.491304712592736, -113.57776474839241)",POINT (-113.57776474839241 53.491304712592736)
23767,Square Picnic Table,Wood,Aggregate,SIR WILFRED LAURIER PARK ROAD NW,3382,RIVER VALLEY LAURIER,Ward sipiwiyiniwak,53.50852524011276,-113.55818952961846,"(53.50852524011276, -113.55818952961846)",POINT (-113.55818952961846 53.50852524011276)
19749,Square Picnic Table,Wood,Aggregate,WINDSOR ROAD NW,5580,WINDSOR PARK,Ward papastew,53.525152363760725,-113.53573009641228,"(53.525152363760725, -113.53573009641228)",POINT (-113.53573009641228 53.525152363760725)
6128,Square Picnic Table,Wood,Aggregate,KNOTTWOOD ROAD SOUTH NW,6450,MENISA,Ward Karhiio,53.44241723709516,-113.44765141954692,"(53.44241723709516, -113.44765141954692)",POINT (-113.44765141954692 53.44241723709516)
36489,Square Picnic Table,Wood,Metal,GOLDBAR PARK ROAD NW,6620,RIVER VALLEY GOLD BAR,Ward Métis,53.55580865155614,-113.4065910145844,"(53.55580865155614, -113.4065910145844)",POINT (-113.4065910145844 53.55580865155614)
31806,Square Picnic Table,Wood,Metal,RIVER VALLEY ROAD NW,5390,RIVER VALLEY WALTERDALE,Ward papastew,53.528036274486375,-113.50522348909703,"(53.528036274486375, -113.50522348909703)",POINT (-113.50522348909703 53.528036274486375)
6304,Square Picnic Table,Wood,Aggregate,19 AVENUE NW,5250,KEHEEWIN,Ward Ipiihkoohkanipiaohtsi,53.449084666338486,-113.51248410030892,"(53.449084666338486, -113.51248410030892)",POINT (-113.51248410030892 53.449084666338486)
8096,Square Picnic Table,Wood,Metal,107 AVENUE NW,1140,MCCAULEY,Ward O-day'min,53.55310589297093,-113.48397804628388,"(53.55310589297093, -113.48397804628388)",POINT (-113.48397804628388 53.55310589297093)
8432,Square Picnic Table,Composite,Metal,106 STREET NW,1250,WESTWOOD,Ward O-day'min,53.57462585112408,-113.50337312970109,"(53.57462585112408, -113.50337312970109)",POINT (-113.50337312970109 53.57462585112408)
40991,Square Picnic Table,Wood,Metal,CARTER CREST ROAD NW,5130,CARTER CREST,Ward pihêsiwin,53.46458477821712,-113.57535476922095,"(53.46458477821712, -113.57535476922095)",POINT (-113.57535476922095 53.46458477821712)
4841,Square Picnic Table,Metal,Metal,40 AVENUE NW,5430,ROYAL GARDENS,Ward papastew,53.47721269697082,-113.53361708173317,"(53.47721269697082, -113.53361708173317)",POINT (-113.53361708173317 53.47721269697082)
63347,Square Picnic Table,Wood,Metal,112 AVENUE NW,3450,WOODCROFT,Ward Anirniq,53.56261521500328,-113.56293907867096,"(53.56261521500328, -113.56293907867096)",POINT (-113.56293907867096 53.56261521500328)
36489,Square Picnic Table,Wood,Metal,GOLDBAR PARK ROAD NW,6620,RIVER VALLEY GOLD BAR,Ward Métis,53.55772898305424,-113.40607988101279,"(53.55772898305424, -113.40607988101279)",POINT (-113.40607988101279 53.55772898305424)
20653,Square Picnic Table,Wood,Metal,40 STREET NW,6620,RIVER VALLEY GOLD BAR,Ward Métis,53.554191097793954,-113.40326282344188,"(53.554191097793954, -113.40326282344188)",POINT (-113.40326282344188 53.554191097793954)
23336,Square Picnic Table,Wood,Metal,KEILLOR TRAIL NW,5400,RIVER VALLEY WHITEMUD,Ward papastew,53.503830460393,-113.55902280615518,"(53.503830460393, -113.55902280615518)",POINT (-113.55902280615518 53.503830460393)
34500,Square Picnic Table,Wood,Metal,WILLIAM HAWRELAK PARK ROAD NW,5370,RIVER VALLEY MAYFAIR,Ward papastew,53.527954760175405,-113.54932156036301,"(53.527954760175405, -113.54932156036301)",POINT (-113.54932156036301 53.527954760175405)
26267,Square Picnic Table,Wood,Metal,YELLOWHEAD TRAIL NW,1130,ELMWOOD PARK,Ward Métis,53.581635162072445,-113.45628813483714,"(53.581635162072445, -113.45628813483714)",POINT (-113.45628813483714 53.581635162072445)
23770,Square Picnic Table,Wood,Metal,SIR WILFRED LAURIER PARK ROAD NW,3382,RIVER VALLEY LAURIER,Ward sipiwiyiniwak,53.50895077702631,-113.55300059679027,"(53.50895077702631, -113.55300059679027)",POINT (-113.55300059679027 53.50895077702631)
1033,Square Picnic Table,Composite,Metal,102 AVENUE NW,1090,DOWNTOWN,Ward O-day'min,53.54406605488841,-113.49001682195721,"(53.54406605488841, -113.49001682195721)",POINT (-113.49001682195721 53.54406605488841)
83216,Square Picnic Table,Wood,Metal,HERMITAGE PARK ROAD NW,2630,RIVER VALLEY HERMITAGE,Ward Dene,53.57864860886042,-113.3729519895857,"(53.57864860886042, -113.3729519895857)",POINT (-113.3729519895857 53.57864860886042)
17651,Square Picnic Table,Wood,Aggregate,BLACKWOOD CRESCENT SW,5590,BLACKBURNE,Ward Ipiihkoohkanipiaohtsi,53.42923632696829,-113.50000143448298,"(53.42923632696829, -113.50000143448298)",POINT (-113.50000143448298 53.42923632696829)
62218,Square Picnic Table,Metal,Metal,BORDEN PARK ROAD NW,1240,VIRGINIA PARK,Ward Métis,53.562968116473705,-113.45717219739508,"(53.562968116473705, -113.45717219739508)",POINT (-113.45717219739508 53.562968116473705)
4958,Square Picnic Table,Wood,Aggregate,96 AVENUE NW,3140,CRESTWOOD,Ward Nakota Isga,53.53363472188248,-113.57181547094416,"(53.53363472188248, -113.57181547094416)",POINT (-113.57181547094416 53.53363472188248)
20775,Square Picnic Table,Wood,Metal,RUNDLE PARK ROAD NW,2650,RIVER VALLEY RUNDLE,Ward Métis,53.555077497871494,-113.39537818131596,"(53.555077497871494, -113.39537818131596)",POINT (-113.39537818131596 53.555077497871494)
