Id,Table Type,Surface Material,Structural Material,Street / Avenue,Neighbourhood Id,Neighbourhood Name,Ward,Latitude,Longitude,Location,Geometry Point
75515,Square Picnic Table,Wood,Metal,LORELEI CLOSE NW,3280,LORELEI,Ward tastawiyiniwak,53.623065262113556,-113.5019046717399,"(53.623065262113556, -113.5019046717399)",POINT (-113.5019046717399 53.623065262113556)
6557,Square Picnic Table,Wood,Metal,95 AVENUE NW,6310,HOLYROOD,Ward Métis,53.53152063971874,-113.45189253855199,"(53.53152063971874, -113.45189253855199)",POINT (-113.45189253855199 53.53152063971874)
4774,Square Picnic Table,Wood,Metal,124 STREET NW,5260,LANSDOWNE,Ward papastew,53.48674431217041,-113.54625447316417,"(53.48674431217041, -113.54625447316417)",POINT (-113.54625447316417 53.48674431217041)
19739,Square Picnic Table,Wood,Aggregate,73 AVENUE NW,5040,BELGRAVIA,Ward papastew,53.50972689890898,-113.52957939032014,"(53.50972689890898, -113.52957939032014)",POINT (-113.52957939032014 53.50972689890898)
3129,Square Picnic Table,Wood,Aggregate,WALTERDALE HILL NW,5390,RIVER VALLEY WALTERDALE,Ward papastew,53.527038236582406,-113.50900354231216,"(53.527038236582406, -113.50900354231216)",POINT (-113.50900354231216 53.527038236582406)
36489,Square Picnic Table,Wood,Metal,GOLDBAR PARK ROAD NW,6620,RIVER VALLEY GOLD BAR,Ward Métis,53.55748921556465,-113.4063745761874,"(53.55748921556465, -113.4063745761874)",POINT (-113.4063745761874 53.55748921556465)
20775,Square Picnic Table,Wood,Metal,RUNDLE PARK ROAD NW,2650,RIVER VALLEY RUNDLE,Ward Métis,53.55528016434639,-113.3857075135874,"(53.55528016434639, -113.3857075135874)",POINT (-113.3857075135874 53.55528016434639)
17954,Square Picnic Table,Wood,Aggregate,41 STREET NW,6370,KINISKI GARDENS,Ward Sspomitapi,53.47779739364697,-113.40392587437525,"(53.47779739364697, -113.40392587437525)",POINT (-113.40392587437525 53.47779739364697)
23336,Square Picnic Table,Wood,Metal,KEILLOR TRAIL NW,5400,RIVER VALLEY WHITEMUD,Ward papastew,53.50415776324178,-113.55957854422124,"(53.50415776324178, -113.55957854422124)",POINT (-113.55957854422124 53.50415776324178)
56136,Square Picnic Table,Composite,Concrete,CAMERON HEIGHTS WAY NW,4466,CAMERON HEIGHTS,Ward sipiwiyiniwak,53.4733630389977,-113.63632309928289,"(53.4733630389977, -113.63632309928289)",POINT (-113.63632309928289 53.4733630389977)
40730,Square Picnic Table,Wood,Aggregate,93A AVENUE NW,6491,MILL CREEK RAVINE NORTH,Ward papastew,53.53076009792278,-113.48297535251014,"(53.53076009792278, -113.48297535251014)",POINT (-113.48297535251014 53.53076009792278)
2099,Square Picnic Table,Wood,Metal,RIVER VALLEY ROAD NW,1200,RIVER VALLEY VICTORIA,Ward O-day'min,53.53436305681296,-113.52403049801721,"(53.53436305681296, -113.52403049801721)",POINT (-113.52403049801721 53.53436305681296)
20775,Square Picnic Table,Wood,Metal,RUNDLE PARK ROAD NW,2650,RIVER VALLEY RUNDLE,Ward Métis,53.55395514231586,-113.38491718016824,"(53.55395514231586, -113.38491718016824)",POINT (-113.38491718016824 53.55395514231586)
8130,Square Picnic Table,Wood,Metal,113 STREET NW,1170,PRINCE RUPERT,Ward O-day'min,53.561688818499405,-113.51453889746,"(53.561688818499405, -113.51453889746)",POINT (-113.51453889746 53.561688818499405)
45451,Other Table,Composite,Metal,GRANTHAM DRIVE NW,4720,GLASTONBURY,Ward sipiwiyiniwak,53.50569454789431,-113.67208253769714,"(53.50569454789431, -113.67208253769714)",POINT (-113.67208253769714 53.50569454789431)
3668,Square Picnic Table,Wood,Aggregate,144 AVENUE NW,2530,MCLEOD,Ward Dene,53.60585928362667,-113.43361887123496,"(53.60585928362667, -113.43361887123496)",POINT (-113.43361887123496 53.60585928362667)
23142,Square Picnic Table,Metal,Metal,112 AVENUE NW,1240,VIRGINIA PARK,Ward Métis,53.56231443064497,-113.45710595523451,"(53.56231443064497, -113.45710595523451)",POINT (-113.45710595523451 53.56231443064497)
30875,Square Picnic Table,Wood,Metal,HADDOW DRIVE NW,5610,HADDOW,Ward pihêsiwin,53.453799743894166,-113.59724497551322,"(53.453799743894166, -113.59724497551322)",POINT (-113.59724497551322 53.453799743894166)
19560,Square Picnic Table,Wood,Metal,LANSDOWNE DRIVE NW,5550,WHITEMUD CREEK RAVINE NORTH,Ward papastew,53.4858502497459,-113.55554246030646,"(53.4858502497459, -113.55554246030646)",POINT (-113.55554246030646 53.4858502497459)
24560,Square Picnic Table,Wood,Metal,66 STREET NW,2550,MONTROSE,Ward Métis,53.57789824937761,-113.44240802870435,"(53.57789824937761, -113.44240802870435)",POINT (-113.44240802870435 53.57789824937761)
36489,Square Picnic Table,Wood,Metal,GOLDBAR PARK ROAD NW,6620,RIVER VALLEY GOLD BAR,Ward Métis,53.559713428734675,-113.40634246489259,"(53.559713428734675, -113.40634246489259)",POINT (-113.40634246489259 53.559713428734675)
69217,Square Picnic Table,Wood,Metal,111 STREET NW,5270,LENDRUM PLACE,Ward papastew,53.496388581569846,-113.51755040784222,"(53.496388581569846, -113.51755040784222)",POINT (-113.51755040784222 53.496388581569846)
1033,Square Picnic Table,Plastic,Metal,102 AVENUE NW,1090,DOWNTOWN,Ward O-day'min,53.54410414192678,-113.49005544208293,"(53.54410414192678, -113.49005544208293)",POINT (-113.49005544208293 53.54410414192678)
36150,Square Picnic Table,Wood,Metal,CORONET ROAD NW,6170,DAVIES INDUSTRIAL WEST,Ward Métis,53.500386482459575,-113.45166920976878,"(53.500386482459575, -113.45166920976878)",POINT (-113.45166920976878 53.500386482459575)
3465,Round Picnic Table,Unknown,Unknown,99 STREET NW,1090,DOWNTOWN,Ward O-day'min,53.54419939024969,-113.48872740919266,"(53.54419939024969, -113.48872740919266)",POINT (-113.48872740919266 53.54419939024969)
76079,Square Picnic Table,Composite,Metal,CHAPPELLE ROAD SW,5462,CHAPPELLE AREA,Ward Ipiihkoohkanipiaohtsi,53.39922723655366,-113.57209044738836,"(53.39922723655366, -113.57209044738836)",POINT (-113.57209044738836 53.39922723655366)
77536,Square Picnic Table,Wood,Aggregate,32 STREET NW,6444,LAUREL,Ward Sspomitapi,53.44398901909801,-113.38806593798583,"(53.44398901909801, -113.38806593798583)",POINT (-113.38806593798583 53.44398901909801)
12344,Square Picnic Table,Wood,Aggregate,EMILY MURPHY PARK ROAD NW,5370,RIVER VALLEY MAYFAIR,Ward papastew,53.53448842435398,-113.53829063328998,"(53.53448842435398, -113.53829063328998)",POINT (-113.53829063328998 53.53448842435398)
20598,Square Picnic Table,Wood,Metal,54 STREET NW,6061,CAPILANO,Ward Métis,53.55584633997929,-113.42210776410994,"(53.55584633997929, -113.42210776410994)",POINT (-113.42210776410994 53.55584633997929)
6364,Square Picnic Table,Wood,Metal,32A AVENUE NW,5470,STEINHAUER,Ward Ipiihkoohkanipiaohtsi,53.4643630725829,-113.50466870396522,"(53.4643630725829, -113.50466870396522)",POINT (-113.50466870396522 53.4643630725829)
305,Square Picnic Table,Metal,Metal,112 AVENUE NW,1240,VIRGINIA PARK,Ward Métis,53.56173924493198,-113.4536523126917,"(53.56173924493198, -113.4536523126917)",POINT (-113.4536523126917 53.56173924493198)
10721,Square Picnic Table,Unknown,Unknown,97 AVENUE NW,6070,CLOVERDALE,Ward Métis,53.53592214987692,-113.4723968857889,"(53.53592214987692, -113.4723968857889)",POINT (-113.4723968857889 53.53592214987692)
86656,Square Picnic Table,Composite,Metal,CHAPPELLE ROAD SW,5462,CHAPPELLE AREA,Ward Ipiihkoohkanipiaohtsi,53.399501995225336,-113.57012523378796,"(53.399501995225336, -113.57012523378796)",POINT (-113.57012523378796 53.399501995225336)
23141,Square Picnic Table,Metal,Metal,112 AVENUE NW,1240,VIRGINIA PARK,Ward Métis,53.561789179311816,-113.4568002152595,"(53.561789179311816, -113.4568002152595)",POINT (-113.4568002152595 53.561789179311816)
19560,Square Picnic Table,Wood,Metal,LANSDOWNE DRIVE NW,5550,WHITEMUD CREEK RAVINE NORTH,Ward papastew,53.48562403549419,-113.55640386278988,"(53.48562403549419, -113.55640386278988)",POINT (-113.55640386278988 53.48562403549419)
5430,Square Picnic Table,Wood,Metal,WANYANDI ROAD NW,4360,OLESKIW,Ward sipiwiyiniwak,53.499116058813655,-113.604366822039,"(53.499116058813655, -113.604366822039)",POINT (-113.604366822039 53.499116058813655)
1033,Square Picnic Table,Unknown,Unknown,102 AVENUE NW,1090,DOWNTOWN,Ward O-day'min,53.54412174376323,-113.48990365136828,"(53.54412174376323, -113.48990365136828)",POINT (-113.48990365136828 53.54412174376323)
5639,Square Picnic Table,Wood,Metal,162 AVENUE NW,3180,DUNLUCE,Ward Anirniq,53.62343356146034,-113.52513688790187,"(53.62343356146034, -113.52513688790187)",POINT (-113.52513688790187 53.62343356146034)
31806,Square Picnic Table,Wood,Metal,RIVER VALLEY ROAD NW,5390,RIVER VALLEY WALTERDALE,Ward papastew,53.52815765648722,-113.50713117867053,"(53.52815765648722, -113.50713117867053)",POINT (-113.50713117867053 53.52815765648722)
1033,Square Picnic Table,Unknown,Unknown,102 AVENUE NW,1090,DOWNTOWN,Ward O-day'min,53.54393618432858,-113.4899248828622,"(53.54393618432858, -113.4899248828622)",POINT (-113.4899248828622 53.54393618432858)
45950,Square Picnic Table,Composite,Metal,GOLDSTICK PARK ROAD NW,6620,RIVER VALLEY GOLD BAR,Ward Métis,53.544409094685484,-113.40233322314364,"(53.544409094685484, -113.40233322314364)",POINT (-113.40233322314364 53.544409094685484)
38785,Square Picnic Table,Wood,Metal,88 AVENUE NW,6491,MILL CREEK RAVINE NORTH,Ward papastew,53.52441556945648,-113.47766107642964,"(53.52441556945648, -113.47766107642964)",POINT (-113.47766107642964 53.52441556945648)
517,Round Picnic Table,Plastic,Metal,JASPER AVENUE NW,1090,DOWNTOWN,Ward O-day'min,53.54061648620744,-113.4917954296861,"(53.54061648620744, -113.4917954296861)",POINT (-113.4917954296861 53.54061648620744)
3464,Round Picnic Table,Metal,Metal,99 STREET NW,1090,DOWNTOWN,Ward O-day'min,53.544802623732245,-113.48964728791543,"(53.544802623732245, -113.48964728791543)",POINT (-113.48964728791543 53.544802623732245)
21810,Square Picnic Table,Wood,Metal,66 STREET NW,6510,MILL WOODS PARK,Ward Karhiio,53.45570527213797,-113.43651091900321,"(53.45570527213797, -113.43651091900321)",POINT (-113.43651091900321 53.45570527213797)
12343,Square Picnic Table,Wood,Aggregate,EMILY MURPHY PARK ROAD NW,5370,RIVER VALLEY MAYFAIR,Ward papastew,53.533579274006,-113.53558123517365,"(53.533579274006, -113.53558123517365)",POINT (-113.53558123517365 53.533579274006)
19731,Square Picnic Table,Wood,Aggregate,73 AVENUE NW,5040,BELGRAVIA,Ward papastew,53.5094199578195,-113.53131671808724,"(53.5094199578195, -113.53131671808724)",POINT (-113.53131671808724 53.5094199578195)
37641,Square Picnic Table,Composite,Metal,213 STREET NW,4730,SUDER GREENS,Ward Nakota Isga,53.5213903117062,-113.68475432322793,"(53.5213903117062, -113.68475432322793)",POINT (-113.68475432322793 53.5213903117062)
305,Square Picnic Table,Metal,Metal,112 AVENUE NW,1240,VIRGINIA PARK,Ward Métis,53.56223389201419,-113.45392350714698,"(53.56223389201419, -113.45392350714698)",POINT (-113.45392350714698 53.56223389201419)
70692,Square Picnic Table,Wood,Metal,LEGER ROAD NW,5630,LEGER,Ward pihêsiwin,53.45893947175092,-113.58418227660522,"(53.45893947175092, -113.58418227660522)",POINT (-113.58418227660522 53.45893947175092)
6430,Square Picnic Table,Concrete,Aggregate,106 STREET NW,5360,RIDEAU PARK,Ward papastew,53.476669268763686,-113.50577924781521,"(53.476669268763686, -113.50577924781521)",POINT (-113.50577924781521 53.476669268763686)
23770,Square Picnic Table,Wood,Metal,SIR WILFRED LAURIER PARK ROAD NW,3382,RIVER VALLEY LAURIER,Ward sipiwiyiniwak,53.51057287747779,-113.54784733812384,"(53.51057287747779, -113.54784733812384)",POINT (-113.54784733812384 53.51057287747779)
7918,Other Table,Composite,Metal,80 STREET NW,6230,FOREST HEIGHTS,Ward Métis,53.54353271104977,-113.45162492629532,"(53.54353271104977, -113.45162492629532)",POINT (-113.45162492629532 53.54353271104977)
6354,Square Picnic Table,Wood,Aggregate,25 AVENUE NW,5180,ERMINESKIN,Ward Ipiihkoohkanipiaohtsi,53.45703968739373,-113.5061034180099,"(53.45703968739373, -113.5061034180099)",POINT (-113.5061034180099 53.45703968739373)
20775,Square Picnic Table,Wood,Metal,RUNDLE PARK ROAD NW,2650,RIVER VALLEY RUNDLE,Ward Métis,53.553187533057454,-113.38652977000407,"(53.553187533057454, -113.38652977000407)",POINT (-113.38652977000407 53.553187533057454)
12344,Square Picnic Table,Wood,Metal,EMILY MURPHY PARK ROAD NW,5370,RIVER VALLEY MAYFAIR,Ward papastew,53.53454878077522,-113.53922478133575,"(53.53454878077522, -113.53922478133575)",POINT (-113.53922478133575 53.53454878077522)
27308,Square Picnic Table,Metal,Metal,110 AVENUE NW,1180,QUEEN MARY PARK,Ward O-day'min,53.55641172571668,-113.5089357478595,"(53.55641172571668, -113.5089357478595)",POINT (-113.5089357478595 53.55641172571668)
63347,Square Picnic Table,Wood,Metal,112 AVENUE NW,3450,WOODCROFT,Ward Anirniq,53.56256679919469,-113.56298262884945,"(53.56256679919469, -113.56298262884945)",POINT (-113.56298262884945 53.56256679919469)
20775,Square Picnic Table,Wood,Metal,RUNDLE PARK ROAD NW,2650,RIVER VALLEY RUNDLE,Ward Métis,53.554554712369715,-113.38386691728161,"(53.554554712369715, -113.38386691728161)",POINT (-113.38386691728161 53.554554712369715)
20269,Square Picnic Table,Wood,Aggregate,96 AVENUE NW,6710,STRATHEARN,Ward Métis,53.53275836247458,-113.4644707078251,"(53.53275836247458, -113.4644707078251)",POINT (-113.4644707078251 53.53275836247458)
521,Square Picnic Table,Wood,Metal,JASPER AVENUE NW,1090,DOWNTOWN,Ward O-day'min,53.54113692808277,-113.50035980779484,"(53.54113692808277, -113.50035980779484)",POINT (-113.50035980779484 53.54113692808277)
23770,Square Picnic Table,Wood,Aggregate,SIR WILFRED LAURIER PARK ROAD NW,3382,RIVER VALLEY LAURIER,Ward sipiwiyiniwak,53.50918375334444,-113.55110905424264,"(53.50918375334444, -113.55110905424264)",POINT (-113.55110905424264 53.50918375334444)
4257,Square Picnic Table,Concrete,Concrete,115 AVENUE NW,3450,WOODCROFT,Ward Anirniq,53.56478881530842,-113.56223656942656,"(53.56478881530842, -113.56223656942656)",POINT (-113.56223656942656 53.56478881530842)
24231,Square Picnic Table,Wood,Wood,HERMITAGE ROAD NW,2590,OVERLANDERS,Ward Dene,53.58189554207963,-113.39018779866088,"(53.58189554207963, -113.39018779866088)",POINT (-113.39018779866088 53.58189554207963)
14378,Square Picnic Table,Wood,Aggregate,95 STREET NW,6070,CLOVERDALE,Ward Métis,53.53889765266266,-113.47275241742342,"(53.53889765266266, -113.47275241742342)",POINT (-113.47275241742342 53.53889765266266)
34500,Square Picnic Table,Wood,Metal,WILLIAM HAWRELAK PARK ROAD NW,5370,RIVER VALLEY MAYFAIR,Ward papastew,53.52941262563489,-113.55468948761155,"(53.52941262563489, -113.55468948761155)",POINT (-113.55468948761155 53.52941262563489)
34500,Square Picnic Table,Wood,Aggregate,WILLIAM HAWRELAK PARK ROAD NW,5370,RIVER VALLEY MAYFAIR,Ward papastew,53.527288049979695,-113.54400463244494,"(53.527288049979695, -113.54400463244494)",POINT (-113.54400463244494 53.527288049979695)
34500,Square Picnic Table,Wood,Metal,WILLIAM HAWRELAK PARK ROAD NW,5370,RIVER VALLEY MAYFAIR,Ward papastew,53.52895140796568,-113.54683102218246,"(53.52895140796568, -113.54683102218246)",POINT (-113.54683102218246 53.52895140796568)
11667,Square Picnic Table,Wood,Wood,152 STREET NW,4580,WEST JASPER PLACE,Ward Nakota Isga,53.532599570953465,-113.58401981931196,"(53.532599570953465, -113.58401981931196)",POINT (-113.58401981931196 53.532599570953465)
9293,Square Picnic Table,Wood,Aggregate,119 STREET NW,3070,CALDER,Ward Anirniq,53.58875607632529,-113.52615135583986,"(53.58875607632529, -113.52615135583986)",POINT (-113.52615135583986 53.58875607632529)
14373,Square Picnic Table,Composite,Metal,94 STREET NW,6070,CLOVERDALE,Ward Métis,53.53672483892004,-113.47120367144974,"(53.53672483892004, -113.47120367144974)",POINT (-113.47120367144974 53.53672483892004)
20965,Square Picnic Table,Wood,Metal,103A AVENUE NW,1190,RIVER VALLEY KINNAIRD,Ward Métis,53.55102578945826,-113.47053845075722,"(53.55102578945826, -113.47053845075722)",POINT (-113.47053845075722 53.55102578945826)
20775,Square Picnic Table,Wood,Metal,RUNDLE PARK ROAD NW,2650,RIVER VALLEY RUNDLE,Ward Métis,53.555081582394074,-113.38489526521381,"(53.555081582394074, -113.38489526521381)",POINT (-113.38489526521381 53.555081582394074)
31782,Square Picnic Table,Wood,Metal,109 STREET NW,5390,RIVER VALLEY WALTERDALE,Ward papastew,53.526935697506836,-113.50993959315421,"(53.526935697506836, -113.50993959315421)",POINT (-113.50993959315421 53.526935697506836)
40730,Square Picnic Table,Wood,Aggregate,93A AVENUE NW,6491,MILL CREEK RAVINE NORTH,Ward papastew,53.530690126108006,-113.48321272150265,"(53.530690126108006, -113.48321272150265)",POINT (-113.48321272150265 53.530690126108006)
34500,Square Picnic Table,Wood,Metal,WILLIAM HAWRELAK PARK ROAD NW,5370,RIVER VALLEY MAYFAIR,Ward papastew,53.52993145780663,-113.55447177481112,"(53.52993145780663, -113.55447177481112)",POINT (-113.55447177481112 53.52993145780663)
3129,Square Picnic Table,Wood,Wood,WALTERDALE HILL NW,5390,RIVER VALLEY WALTERDALE,Ward papastew,53.52732019867059,-113.50744849073563,"(53.52732019867059, -113.50744849073563)",POINT (-113.50744849073563 53.52732019867059)
9896,Square Picnic Table,Wood,Metal,105 AVENUE NW,4090,CANORA,Ward Nakota Isga,53.54735019395817,-113.58172588690516,"(53.54735019395817, -113.58172588690516)",POINT (-113.58172588690516 53.54735019395817)
20775,Square Picnic Table,Wood,Metal,RUNDLE PARK ROAD NW,2650,RIVER VALLEY RUNDLE,Ward Métis,53.55401536848003,-113.38784594790151,"(53.55401536848003, -113.38784594790151)",POINT (-113.38784594790151 53.55401536848003)
4912,Square Picnic Table,Wood,Aggregate,76 AVENUE NW,4430,RIO TERRACE,Ward sipiwiyiniwak,53.50826727823961,-113.5894327672238,"(53.50826727823961, -113.5894327672238)",POINT (-113.5894327672238 53.50826727823961)
49018,Square Picnic Table,Wood,Aggregate,37 STREET NW,6030,BISSET,Ward Sspomitapi,53.46159481298906,-113.39930037725733,"(53.46159481298906, -113.39930037725733)",POINT (-113.39930037725733 53.46159481298906)
20775,Square Picnic Table,Wood,Metal,RUNDLE PARK ROAD NW,2650,RIVER VALLEY RUNDLE,Ward Métis,53.554709428417006,-113.3846504152214,"(53.554709428417006, -113.3846504152214)",POINT (-113.3846504152214 53.554709428417006)
16063,Square Picnic Table,Wood,Aggregate,93 AVENUE NW,4040,BELMEAD,Ward Nakota Isga,53.52598179216947,-113.6353945172109,"(53.52598179216947, -113.6353945172109)",POINT (-113.6353945172109 53.52598179216947)
19417,Square Picnic Table,Wood,Metal,MARLBORO ROAD NW,5560,WHITEMUD CREEK RAVINE SOUTH,Ward papastew,53.473392688783406,-113.55771629229072,"(53.473392688783406, -113.55771629229072)",POINT (-113.55771629229072 53.473392688783406)
23769,Square Picnic Table,Wood,Metal,SIR WILFRED LAURIER PARK ROAD NW,3382,RIVER VALLEY LAURIER,Ward sipiwiyiniwak,53.50998850201913,-113.55118730672058,"(53.50998850201913, -113.55118730672058)",POINT (-113.55118730672058 53.50998850201913)
3840,Square Picnic Table,Wood,Metal,150 AVENUE NW,2260,EVANSDALE,Ward tastawiyiniwak,53.61015056242196,-113.48223565236185,"(53.61015056242196, -113.48223565236185)",POINT (-113.48223565236185 53.61015056242196)
4848,Square Picnic Table,Wood,Aggregate,114 STREET NW,5220,GREENFIELD,Ward papastew,53.473455038880346,-113.52632778982168,"(53.473455038880346, -113.52632778982168)",POINT (-113.52632778982168 53.473455038880346)
3760,Square Picnic Table,Wood,Metal,155 AVENUE NW,3040,BEAUMARIS,Ward tastawiyiniwak,53.617225736915756,-113.49743984144739,"(53.617225736915756, -113.49743984144739)",POINT (-113.49743984144739 53.617225736915756)
18068,Square Picnic Table,Wood,Aggregate,35 AVENUE NW,6530,MINCHAU,Ward Sspomitapi,53.46606832222086,-113.41393585816698,"(53.46606832222086, -113.41393585816698)",POINT (-113.41393585816698 53.46606832222086)
23769,Square Picnic Table,Wood,Metal,SIR WILFRED LAURIER PARK ROAD NW,3382,RIVER VALLEY LAURIER,Ward sipiwiyiniwak,53.50952674393972,-113.55419252486664,"(53.50952674393972, -113.55419252486664)",POINT (-113.55419252486664 53.50952674393972)
2099,Square Picnic Table,Wood,Metal,RIVER VALLEY ROAD NW,1200,RIVER VALLEY VICTORIA,Ward O-day'min,53.534335141338964,-113.52396358805048,"(53.534335141338964, -113.52396358805048)",POINT (-113.52396358805048 53.534335141338964)
23142,Square Picnic Table,Metal,Metal,112 AVENUE NW,1240,VIRGINIA PARK,Ward Métis,53.562147790964566,-113.4579347123507,"(53.562147790964566, -113.4579347123507)",POINT (-113.4579347123507 53.562147790964566)
3465,Round Picnic Table,Unknown,Unknown,99 STREET NW,1090,DOWNTOWN,Ward O-day'min,53.543994267232385,-113.48959819162658,"(53.543994267232385, -113.48959819162658)",POINT (-113.48959819162658 53.543994267232385)
12068,Square Picnic Table,Wood,Aggregate,89 AVENUE NW,6350,KENILWORTH,Ward Métis,53.52336085120708,-113.43554812135778,"(53.52336085120708, -113.43554812135778)",POINT (-113.43554812135778 53.52336085120708)
92815,Square Picnic Table,Wood,Metal,139 AVENUE NW,2400,KILDARE,Ward tastawiyiniwak,53.602741429002,-113.45812246719476,"(53.602741429002, -113.45812246719476)",POINT (-113.45812246719476 53.602741429002)
88192,Square Picnic Table,Aggregate,Metal,ROSENTHAL BOULEVARD NW,4750,ROSENTHAL,Ward Nakota Isga,53.5172364664997,-113.69877565924176,"(53.5172364664997, -113.69877565924176)",POINT (-113.69877565924176 53.5172364664997)
83218,Square Picnic Table,Wood,Metal,HERMITAGE PARK ROAD NW,2630,RIVER VALLEY HERMITAGE,Ward Dene,53.58395744937187,-113.37225754619041,"(53.58395744937187, -113.37225754619041)",POINT (-113.37225754619041 53.58395744937187)
83216,Square Picnic Table,Wood,Metal,HERMITAGE PARK ROAD NW,2630,RIVER VALLEY HERMITAGE,Ward Dene,53.578616563380436,-113.37301104816682,"(53.578616563380436, -113.37301104816682)",POINT (-113.37301104816682 53.578616563380436)
16077,Square Picnic Table,Wood,Metal,6 AVENUE SW,6211,ELLERSLIE,Ward Karhiio,53.42728304842436,-113.44671243647615,"(53.42728304842436, -113.44671243647615)",POINT (-113.44671243647615 53.42728304842436)
31806,Square Picnic Table,Wood,Wood,RIVER VALLEY ROAD NW,5390,RIVER VALLEY WALTERDALE,Ward papastew,53.528119245297354,-113.5053949801015,"(53.528119245297354, -113.5053949801015)",POINT (-113.5053949801015 53.528119245297354)
63347,Square Picnic Table,Wood,Metal,112 AVENUE NW,3450,WOODCROFT,Ward Anirniq,53.56226903977585,-113.56248170111466,"(53.56226903977585, -113.56248170111466)",POINT (-113.56248170111466 53.56226903977585)
34500,Square Picnic Table,Wood,Metal,WILLIAM HAWRELAK PARK ROAD NW,5370,RIVER VALLEY MAYFAIR,Ward papastew,53.52738564245587,-113.55233255645352,"(53.52738564245587, -113.55233255645352)",POINT (-113.55233255645352 53.52738564245587)
19982,Square Picnic Table,Wood,Aggregate,43 AVENUE NW,5340,RAMSAY HEIGHTS,Ward pihêsiwin,53.48106743388052,-113.58128096664511,"(53.48106743388052, -113.58128096664511)",POINT (-113.58128096664511 53.48106743388052)
5957,Square Picnic Table,Wood,Metal,36 AVENUE NW,6370,KINISKI GARDENS,Ward Sspomitapi,53.46756169522701,-113.4011398614106,"(53.46756169522701, -113.4011398614106)",POINT (-113.4011398614106 53.46756169522701)
31806,Square Picnic Table,Wood,Wood,RIVER VALLEY ROAD NW,5390,RIVER VALLEY WALTERDALE,Ward papastew,53.52810395565561,-113.50542730557989,"(53.52810395565561, -113.50542730557989)",POINT (-113.50542730557989 53.52810395565561)
23767,Square Picnic Table,Wood,Aggregate,SIR WILFRED LAURIER PARK ROAD NW,3382,RIVER VALLEY LAURIER,Ward sipiwiyiniwak,53.50851426039274,-113.55811900297647,"(53.50851426039274, -113.55811900297647)",POINT (-113.55811900297647 53.50851426039274)
12182,Square Picnic Table,Wood,Metal,115 AVENUE NW,1230,SPRUCE AVENUE,Ward O-day'min,53.56517852832437,-113.49766223968824,"(53.56517852832437, -113.49766223968824)",POINT (-113.49766223968824 53.56517852832437)
10787,Square Picnic Table,Wood,Metal,84 AVENUE NW,5200,GARNEAU,Ward papastew,53.519583329670695,-113.5137304842442,"(53.519583329670695, -113.5137304842442)",POINT (-113.5137304842442 53.519583329670695)
34358,Square Picnic Table,Metal,Metal,PICARD DRIVE NW,4710,POTTER GREENS,Ward Nakota Isga,53.5176974838431,-113.67452439872403,"(53.5176974838431, -113.67452439872403)",POINT (-113.67452439872403 53.5176974838431)
263,Square Picnic Table,Wood,Metal,66 STREET NW,2020,BALWIN,Ward tastawiyiniwak,53.588009236925224,-113.44311599589022,"(53.588009236925224, -113.44311599589022)",POINT (-113.44311599589022 53.588009236925224)
31806,Square Picnic Table,Wood,Metal,RIVER VALLEY ROAD NW,5390,RIVER VALLEY WALTERDALE,Ward papastew,53.52802401251146,-113.50518864310524,"(53.52802401251146, -113.50518864310524)",POINT (-113.50518864310524 53.52802401251146)
9648,Square Picnic Table,Wood,Aggregate,109 AVENUE NW,1180,QUEEN MARY PARK,Ward O-day'min,53.55422459992584,-113.52494837554238,"(53.55422459992584, -113.52494837554238)",POINT (-113.52494837554238 53.55422459992584)
36150,Square Picnic Table,Concrete,Aggregate,CORONET ROAD NW,6170,DAVIES INDUSTRIAL WEST,Ward Métis,53.50056248802284,-113.45123542954866,"(53.50056248802284, -113.45123542954866)",POINT (-113.45123542954866 53.50056248802284)
19739,Square Picnic Table,Wood,Aggregate,73 AVENUE NW,5040,BELGRAVIA,Ward papastew,53.50968077401261,-113.53056314431882,"(53.50968077401261, -113.53056314431882)",POINT (-113.53056314431882 53.50968077401261)
19560,Square Picnic Table,Wood,Wood,LANSDOWNE DRIVE NW,5550,WHITEMUD CREEK RAVINE NORTH,Ward papastew,53.485877431966,-113.55661807725474,"(53.485877431966, -113.55661807725474)",POINT (-113.55661807725474 53.485877431966)
96704,Square Picnic Table,Wood,Metal,CAPILANO PARK ROAD NW,6620,RIVER VALLEY GOLD BAR,Ward Métis,53.56122597974019,-113.42128408921754,"(53.56122597974019, -113.42128408921754)",POINT (-113.42128408921754 53.56122597974019)
14035,Square Picnic Table,Wood,Metal,109 AVENUE NW,1030,CENTRAL MCDOUGALL,Ward O-day'min,53.55476219999782,-113.50355660000002,"(53.55476219999782, -113.50355660000002)",POINT (-113.50355660000002 53.55476219999782)
1425,Square Picnic Table,Composite,Metal,69 AVENUE NW,4070,CALLINGWOOD NORTH,Ward sipiwiyiniwak,53.505933756993194,-113.6263151892524,"(53.505933756993194, -113.6263151892524)",POINT (-113.6263151892524 53.505933756993194)
23770,Square Picnic Table,Wood,Metal,SIR WILFRED LAURIER PARK ROAD NW,3382,RIVER VALLEY LAURIER,Ward sipiwiyiniwak,53.50900155860421,-113.55480267280497,"(53.50900155860421, -113.55480267280497)",POINT (-113.55480267280497 53.50900155860421)
